"","alpha.marine","a.sa.marine","a.v.marine","a.m.marine","a.ssa.marine","R.ave.water.marine","H_W_ratio.marine","alpha.freshwater","a.sa.freshwater","a.v.freshwater","a.m.freshwater","a.ssa.freshwater","R.ave.water.freshwater","H_W_ratio.freshwater","sim_beta_log10_body_length","sim_body_length_intercept","upper.tissue.trans.size.um","simulation_id"
"1",2.09033662704323,1.48888440187301,1.4140668387543,1.3271796590905,1.8093519843073,0.517402259840384,0.517402259840384,2.64066122822988,1.86254920696426,1.6935414289335,1.71644645836458,2.70067325419306,0.545810735912225,0.545810735912225,0.985275432298704,1.53521369702991,78.7704750005448,"sim1"
"2",2.06729351971061,1.49780420738395,1.40323349931993,1.32600235309036,2.20716995038447,0.876206142002212,0.876206142002212,2.6373340695271,2.15818903221426,1.71896051494872,1.76265535398211,2.70669575321642,0.513463742134158,0.513463742134158,0.715004854353887,1.12767902394406,62.8678088912967,"sim2"
"3",2.05239705401834,1.51094095490733,1.35753102065496,1.31742958999967,1.65841045036792,0.250080465456153,0.250080465456153,2.65170063733453,1.99208135661269,1.50533706708414,1.68843969888027,2.71766863787445,0.244840470665165,0.244840470665165,1.02314494810393,0.998042359764043,139.042271189001,"sim3"
"4",2.03724569908627,1.4990859457577,1.3925260340709,1.32366651327904,1.77662106643747,0.845533773367381,0.845533773367381,2.62624984448745,1.85549940197653,1.68961209915145,1.68445953725506,2.71870423255614,0.931304571651024,0.931304571651024,0.592701365756126,0.674921343840253,62.8281007666874,"sim4"
"5",2.07567482224078,1.50512597739899,1.39441719806876,1.32663077176918,2.13482409878351,0.494822764838321,0.494822764838321,2.64971735665911,2.0343381026458,1.75344520651988,1.58962462280571,2.71467300687997,0.624376892792932,0.624376892792932,0.926193755893582,0.832266090695784,59.8423508520139,"sim5"
"6",2.11634117974315,1.49790313746029,1.43021628878516,1.32438834181072,2.09520127937329,0.403408902498248,0.403408902498248,2.64169455043613,1.96593262099166,1.73468484215854,1.66551044517565,2.71502826464619,0.801368406406092,0.801368406406092,1.06090973934134,0.833029810076912,31.918458919454,"sim6"
"7",2.02341091269567,1.5006255877057,1.5046326797019,1.33942295921262,1.44137223144899,0.553611558463849,0.553611558463849,2.64922592947349,1.9632767925201,1.65304091945219,1.71349307984285,2.71419690136079,0.623716883670291,0.623716883670291,0.622800428602629,0.905035836860861,75.6787413614355,"sim7"
"8",2.08413637083553,1.49836742875334,1.48563045656819,1.31325065947288,2.20038155869218,0.578192161401305,0.578192161401305,2.64583935859691,2.04322707058652,1.59723423302837,1.71572276348395,2.72269106994284,0.742948512417358,0.742948512417358,0.740408616951062,1.36425662220622,123.753874545728,"sim8"
"9",2.07486495399875,1.50694194234588,1.44853486063778,1.32232054649914,1.95947459148589,0.90543166016824,0.90543166016824,2.6386838856103,1.91681865700998,1.92861033766874,1.67767657382025,2.71731144373362,0.483396334196179,0.483396334196179,1.16243513753777,1.33918115679341,50.0656063456596,"sim9"
"10",2.08693203146376,1.50086695462129,1.34303719368902,1.32952039892279,2.75115339163182,0.799893864117881,0.799893864117881,2.64181411489781,1.91902471748782,1.71966576026383,1.73866825205163,2.7172100242824,0.682453437946535,0.682453437946535,1.05664810679369,1.48632608094825,36.2063274448676,"sim10"
"11",2.08867772116609,1.50525900043521,1.53371892353407,1.30364397006412,2.4902624423136,0.625598735909908,0.625598735909908,2.64434966696615,1.90367903219246,1.6552397275666,1.69946644506059,2.70526981408835,0.732493437378214,0.732493437378214,0.753471338246283,0.897051996814789,99.8861051498503,"sim11"
"12",2.07471229454103,1.49091418644739,1.53478418320562,1.31179633689966,2.51769977955416,0.430290038894623,0.430290038894623,2.63452911404656,2.14171926644449,1.64102534336796,1.64163292195029,2.70583292732093,0.31760632906917,0.31760632906917,0.903895761231157,1.39950089399283,68.8076630091455,"sim12"
"13",2.0443202277802,1.49810494572498,1.4503827936479,1.31569728502624,2.46649148166061,0.954895047515946,0.954895047515946,2.64228502022034,2.08816783372035,1.59164713012314,1.60969824193232,2.71972633367894,0.943592494377747,0.943592494377747,0.914741598875029,1.27177720870407,117.425615068184,"sim13"
"14",2.04024782239001,1.49839389911727,1.5558353665628,1.31790364392684,2.08146582136657,0.540323115382104,0.540323115382104,2.62841271713657,2.03766477040729,1.89557217714997,1.67455054228865,2.69759340026586,0.604160159693096,0.604160159693096,0.937758377811461,0.99515631952292,55.2837068954853,"sim14"
"15",2.0693270056426,1.49501990458102,1.56115994559915,1.33291080981989,2.17771246994863,0.308136003718551,0.308136003718551,2.63891854127612,2.09343243706476,1.62322062713764,1.55877211145395,2.707449222409,0.784359505060448,0.784359505060448,0.922936713253514,1.42807030985371,78.7927272155472,"sim15"
"16",2.08883841846613,1.50333030217791,1.51072881072267,1.31407023424598,1.69531366717141,0.453479664042384,0.453479664042384,2.63697462538471,2.05572929513763,1.8282110323084,1.66578203603986,2.69959074172445,0.694912333287668,0.694912333287668,1.03827725731741,0.839424463743851,106.053754155115,"sim16"
"17",2.03926998645764,1.49799890722684,1.53546770410776,1.32381593588027,1.95173988032052,0.539000645813052,0.539000645813052,2.63885046540962,1.96946999998212,1.62685157968677,1.6953291396333,2.72180245269312,0.787263578836206,0.787263578836206,0.999895745520045,1.55332549311044,54.5302749705885,"sim17"
"18",2.09916834895543,1.5144680715037,1.4366131593929,1.32542739112398,2.11618343062223,0.794664725719199,0.794664725719199,2.64066694148606,1.94268829153727,1.78034411586886,1.73411292877411,2.71981787069771,0.787377095623039,0.787377095623039,0.985209293799945,0.838589509675478,139.078570138346,"sim18"
"19",2.1041194467158,1.48795297067531,1.46543606574713,1.31876892788389,1.63602081898417,0.558226778010276,0.558226778010276,2.63952537537837,1.91946279973356,1.56296941492439,1.65555995324116,2.70642140128557,0.527246127346692,0.527246127346692,0.762602236775336,1.00960212627858,27.2188343055687,"sim19"
"20",2.07009414408133,1.5003933462337,1.54535967307217,1.31902909560011,1.85306060758389,0.305250569353663,0.305250569353663,2.65316411451727,1.98453195462122,1.64178213344001,1.70055338817189,2.72258846397299,0.666976850302202,0.666976850302202,0.79181687462592,1.44134541337102,292.624555969426,"sim20"
"21",2.08811220475162,1.49593512069208,1.52540175684089,1.32536191797876,1.59746452214047,0.508617022450132,0.508617022450132,2.62555504590207,2.19361471549108,1.5998228318616,1.6847098830541,2.71098546758438,0.779689284603568,0.779689284603568,0.833818518193348,1.27500626638392,221.383459252123,"sim21"
"22",2.11237928979726,1.50420503415503,1.3856770012316,1.32246355941936,2.18284088238288,0.512842558500994,0.512842558500994,2.62786515175056,1.99460190968748,1.5310873909911,1.610427831127,2.70649809351261,0.878832243073224,0.878832243073224,0.950678050871148,0.941379337601844,86.2269588416158,"sim22"
"23",2.05991005541395,1.49979002722674,1.54817390745994,1.30794368615186,1.57746478816976,0.859644702460377,0.859644702460377,2.62983664991154,1.89423902639438,1.70232107788425,1.6979475422681,2.70924679650522,0.510722312547073,0.510722312547073,0.625150935932704,1.22940921550401,75.5536434473106,"sim23"
"24",2.02665704676497,1.49779540188954,1.44933402184967,1.33217679683982,2.10667827342487,0.703214125541703,0.703214125541703,2.63607073632101,2.01206387271218,1.70208821035333,1.67213239448097,2.7012148083822,0.702108470574276,0.702108470574276,0.884599477365139,1.40367702937672,90.0483853133578,"sim24"
"25",2.05090634439038,1.47975072695825,1.40801226887075,1.31119719025613,2.17791139766693,0.400589312526978,0.400589312526978,2.64844252625253,2.00895787882043,1.70677255111,1.78576178867727,2.72200461378889,0.604420342729815,0.604420342729815,1.09472078920898,1.04023304493154,45.4716544052801,"sim25"
"26",2.08624311877111,1.50705271983882,1.44783842820261,1.31067808691684,2.23071520177804,0.4738389976571,0.4738389976571,2.61918337641315,2.02312413742576,1.59277081031813,1.85033435061839,2.70143926633536,0.401688729944301,0.401688729944301,0.94213726724005,0.563793229924523,86.6905648592008,"sim26"
"27",2.05928040673308,1.48423415376107,1.42394780849862,1.31100237316924,2.11275912400398,0.337189203583254,0.337189203583254,2.63128802139163,1.99835617307563,1.65572928980167,1.70642174881139,2.71911298374639,0.619346763638344,0.619346763638344,1.0612123798799,1.85112509308651,67.8008797594284,"sim27"
"28",2.06107160690051,1.50740482255936,1.40436274559093,1.33385784041136,1.64781363061727,0.859347791680945,0.859347791680945,2.6313632944406,2.0308628467586,1.65478349754107,1.5711383760346,2.72281075624723,0.684751943191646,0.684751943191646,0.876632258348169,0.799872789362429,77.6643921470396,"sim28"
"29",2.06783906730429,1.50735023314211,1.49386436961078,1.31873516404442,1.82788449941972,0.911306489514354,0.911306489514354,2.62844276901768,1.85429345003048,1.57570008060645,1.62882282164489,2.72168074435266,0.787836920158965,0.787836920158965,0.775191504865163,1.0044382424593,124.371998281988,"sim29"
"30",2.01475383823341,1.50464826606186,1.45709308754559,1.31702983080622,2.17160063329259,0.802119419911426,0.802119419911426,2.63993212595021,1.99232076626604,1.77164081820207,1.59831915168739,2.70111389036424,0.436157429858356,0.436157429858356,1.07139724098263,0.831017690922502,25.5657549224906,"sim30"
